,Mean hemoglobin level of women of reproductive age (aged 15-49 years),"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Maternal Disorders,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of pregnant women (aged 15-49 years)
2344,129.0,59.0,25.5,1.3,3.18779,2.934849595170703e-06,20.3,119.0
2345,129.0,59.9,25.5,1.3,3.05738,2.5539814102293326e-06,20.1,119.0
2346,129.0,60.8,25.6,1.2,2.94093,2.38575945801542e-06,20.0,119.0
2347,129.0,61.6,25.6,1.2,2.83261,2.071230395442204e-06,19.9,119.0
2348,129.0,62.5,25.7,1.2,2.72833,1.9721999854450186e-06,19.9,119.0
2349,129.0,63.3,25.7,1.1,2.62437,1.960226707533005e-06,20.0,119.0
2350,129.0,64.1,25.8,1.1,2.51376,1.7866335459608613e-06,20.0,119.0
2351,129.0,64.8,25.8,1.1,2.38944,1.663143266856881e-06,20.2,119.0
2352,129.0,65.6,25.394117647058824,1.3705882352941177,2.25072,1.434435733117063e-06,20.5,119.0
2353,129.0,66.3,25.394117647058824,1.3705882352941177,2.10081,1.5384880660892852e-06,20.8,119.0
2354,129.0,67.0,25.394117647058824,1.3705882352941177,1.94443,1.5485647030324986e-06,21.1,119.0
2355,128.0,9.8,20.4,15.5,57.54996,0.0001868210101122,25.1,120.0
2356,128.0,10.1,20.5,15.3,51.80416,0.0001783768266205,24.5,120.0
2357,129.0,10.3,20.6,15.1,46.5769,0.0001730761088923,23.9,120.0
2358,129.0,10.5,20.6,14.9,41.89752,0.0001677205805901,23.4,120.0
2359,129.0,10.8,20.7,14.7,37.66618,0.0001606622360636,22.7,120.0
2360,129.0,11.0,20.8,14.4,33.75951,0.0001481625605487,22.0,120.0
2361,130.0,11.3,20.8,14.2,30.04838,0.0001357380819072,21.3,120.0
2362,130.0,11.6,20.9,14.0,26.66102,0.0001251346257271,20.6,120.0
2363,130.0,11.9,20.9,13.8,23.61388,0.0001155087109946,19.8,120.0
2364,131.0,12.2,21.0,13.5,22.70777,0.0001034773700481,19.2,120.0
2365,131.0,12.6,21.0,13.3,18.62325,9.596619963719167e-05,18.6,120.0
2366,131.0,13.0,21.1,13.1,16.68262,8.662824828447486e-05,18.2,120.0
2367,131.0,13.4,21.1,12.8,15.07713,8.143924358683066e-05,17.9,120.0
2368,131.0,13.9,21.1,12.6,13.7709,7.308998917718736e-05,17.6,120.0
2369,131.0,14.5,21.2,12.4,12.67682,6.833027238570242e-05,17.4,120.0
2370,131.0,15.0,21.2,12.1,11.78816,6.673652019040363e-05,17.3,120.0
2371,131.0,15.7,21.3,11.9,11.04999,6.528891151758762e-05,17.1,120.0
2372,131.0,16.3,20.894117647058824,13.741176470588234,10.42909,6.321700053802022e-05,16.9,119.0
2373,131.0,17.0,20.894117647058824,13.741176470588234,9.91386,6.314192096493468e-05,16.8,119.0
2374,131.0,17.7,20.894117647058824,13.741176470588234,9.49138,5.997303715183114e-05,16.6,119.0
2375,131.0,44.7,26.1,7.6,3.7062,6.52307210603906e-06,18.8,121.0
2376,131.0,45.4,26.3,7.4,3.64928,6.476683937823834e-06,18.2,121.0
2377,131.0,46.1,26.5,7.2,3.58718,6.439274422558066e-06,17.6,121.0
2378,131.0,46.8,26.8,7.1,3.52335,6.409927696015589e-06,17.4,121.0
2379,132.0,47.6,27.0,6.9,3.45919,6.383372591074768e-06,17.1,121.0
2380,132.0,48.3,27.2,6.7,3.3988,6.354410914336187e-06,16.8,121.0
2381,132.0,49.0,27.4,6.6,3.34354,1.2647981382171406e-05,16.5,121.0
2382,132.0,49.8,27.6,6.4,3.29616,1.2588512981904012e-05,16.1,121.0
2383,132.0,50.5,27.8,6.3,3.25479,1.253250618792493e-05,15.7,122.0
2384,132.0,51.3,28.0,6.2,3.22072,1.2479175376091149e-05,15.3,122.0
2385,133.0,52.0,28.2,6.0,3.19082,1.242838145188352e-05,14.8,122.0
2386,133.0,52.7,28.5,5.9,3.16748,1.2379531682316458e-05,14.4,122.0
2387,133.0,53.4,28.7,5.8,3.14433,1.2332128895411215e-05,14.0,122.0
2388,133.0,54.0,28.9,5.6,3.13311,1.2286446206866897e-05,13.7,122.0
2389,133.0,54.6,29.2,5.5,3.12292,1.2242749231767486e-05,13.6,122.0
2390,133.0,55.2,29.4,5.3,3.11429,1.2200924830102122e-05,13.6,122.0
2391,133.0,55.8,29.6,5.2,3.10944,1.2160716022959432e-05,13.6,122.0
2392,133.0,56.3,27.83529411764706,6.335294117647059,3.10892,1.2121652908590616e-05,13.7,122.0
2393,133.0,56.8,27.83529411764706,6.335294117647059,3.09978,1.2121652908590616e-05,13.9,122.0
2394,133.0,57.3,27.83529411764706,6.335294117647059,3.08002,1.204761216326924e-05,14.2,122.0
2395,128.0,36.8,24.6,6.5,3.8358,9.271191626259724e-06,24.5,118.0
2396,128.0,37.5,24.8,6.2,3.87612,9.293248454997443e-06,23.6,118.0
2397,129.0,38.2,24.9,6.0,3.91623,9.322966194924576e-06,22.8,119.0
2398,129.0,38.8,25.0,5.8,3.96004,9.356112348197075e-06,22.1,119.0
2399,129.0,39.5,25.1,5.6,4.01146,9.391523211149616e-06,21.3,119.0
2400,130.0,40.2,25.2,5.4,4.06966,9.427736400490242e-06,20.5,119.0
2401,130.0,40.8,25.3,5.2,4.12802,9.46208071154847e-06,19.9,120.0
2402,130.0,41.5,25.4,5.1,4.18927,9.496044897300274e-06,19.3,120.0
2403,130.0,42.2,25.5,4.9,4.2552,9.52943642912958e-06,18.7,120.0
2404,131.0,42.9,25.6,4.7,4.3205,9.562606383996022e-06,18.2,120.0
2405,131.0,43.6,25.7,4.6,4.38371,9.595363520346968e-06,17.8,120.0
2406,131.0,44.3,25.8,4.4,4.45197,9.627511577082672e-06,17.4,120.0
2407,131.0,44.9,25.9,4.2,4.52288,9.658382993519225e-06,17.1,121.0
2408,131.0,45.6,26.0,4.1,4.5892,9.68804495252858e-06,16.9,121.0
2409,131.0,46.2,26.1,3.9,4.65863,9.71647330884782e-06,16.8,121.0
2410,131.0,46.8,26.2,3.8,4.73076,9.744024476989488e-06,16.7,121.0
2411,131.0,47.4,26.3,3.7,4.78969,9.770395701025892e-06,16.6,121.0
2412,131.0,48.0,25.49411764705882,4.947058823529411,4.82225,9.795374624102498e-06,16.5,121.0
2413,131.0,48.6,25.49411764705882,4.947058823529411,4.80837,9.795374624102498e-06,16.6,121.0
2414,131.0,49.1,25.49411764705882,4.947058823529411,4.76957,9.841357320001574e-06,16.8,121.0
2415,128.0,20.8,29.0,0.2,4.54156,1.702523707642629e-05,23.2,114.0
2416,128.0,21.1,29.1,0.2,4.4251,1.124947971156334e-05,23.0,114.0
2417,128.0,21.5,29.2,0.2,4.32769,1.114647019155209e-05,22.9,114.0
2418,128.0,21.9,29.3,0.2,4.25436,1.1044354126170702e-05,23.0,114.0
2419,128.0,22.4,29.4,0.2,4.20748,1.0942595145864792e-05,23.1,114.0
2420,128.0,22.8,29.4,0.2,4.1808,1.084063721265536e-05,23.3,114.0
2421,128.0,23.3,29.5,0.2,4.16726,1.0738139724674098e-05,23.4,114.0
2422,128.0,23.8,29.6,0.2,4.16284,5.320394134797506e-06,23.4,114.0
2423,128.0,24.3,29.7,0.2,4.15946,5.276961314596603e-06,23.3,114.0
2424,128.0,24.8,29.8,0.2,10.28149,5.238427005138897e-06,23.2,114.0
2425,128.0,25.3,29.9,0.2,4.13453,5.2083062067385065e-06,23.2,114.0
2426,128.0,25.8,29.9,0.2,4.1029,5.177028489187776e-06,23.2,114.0
2427,128.0,26.3,30.0,0.2,4.05903,5.1461506792918895e-06,23.3,114.0
2428,128.0,26.8,30.1,0.2,4.00343,5.115717530540834e-06,23.6,114.0
2429,128.0,27.3,30.2,0.1,3.93447,5.085745672030433e-06,23.8,114.0
2430,128.0,27.9,30.3,0.1,3.85444,5.05630192190036e-06,24.0,114.0
2431,128.0,28.4,30.4,0.1,3.77289,5.026994962951047e-06,24.4,114.0
2432,128.0,29.0,29.694117647058825,0.1823529411764706,3.6876,4.997301457213105e-06,24.8,114.0
2433,128.0,29.6,29.694117647058825,0.1823529411764706,3.59975,4.997301457213105e-06,25.3,114.0
2434,127.0,30.2,29.694117647058825,0.1823529411764706,3.51247,4.937271959751359e-06,25.8,114.0
2435,125.0,30.5,26.8,3.0,3.96198,1.168361118743778e-05,31.6,116.0
2436,125.0,31.2,26.9,2.9,3.80407,1.110291188086814e-05,30.9,116.0
2437,125.0,32.1,27.0,2.8,3.65308,1.0640189206807568e-05,30.3,116.0
2438,125.0,32.9,27.0,2.7,3.51081,1.072862771617855e-05,29.9,116.0
2439,125.0,33.9,27.1,2.7,3.37459,1.0517223246166815e-05,29.5,116.0
2440,125.0,34.8,27.2,2.6,3.2408,1.1124172496917377e-05,29.1,116.0
2441,126.0,35.8,27.2,2.5,3.10784,1.1589653488469084e-05,28.6,116.0
2442,126.0,36.8,27.3,2.4,2.97957,1.1796630980157169e-05,28.0,117.0
2443,126.0,37.9,27.3,2.3,2.85256,1.1919375896662142e-05,27.3,117.0
2444,126.0,38.9,27.4,2.2,2.72802,1.1804710450587772e-05,26.8,117.0
2445,126.0,39.9,27.5,2.2,2.60546,1.17364615640988e-05,26.3,117.0
2446,127.0,40.9,27.6,2.1,2.48882,1.1327236830786082e-05,26.0,117.0
2447,127.0,41.8,27.7,2.0,2.37412,1.089147926036228e-05,25.7,117.0
2448,127.0,42.7,27.7,1.9,2.26575,1.0579227949473904e-05,25.6,117.0
2449,127.0,43.5,27.8,1.9,2.15967,1.0239162705634384e-05,25.8,117.0
2450,127.0,44.3,27.9,1.8,2.05556,9.76495078825133e-06,26.0,117.0
2451,126.0,45.0,28.0,1.8,1.95876,9.410420467529576e-06,26.3,117.0
2452,126.0,45.6,27.376470588235293,2.341176470588235,1.87713,8.959892929279496e-06,26.7,117.0
2453,126.0,46.2,27.376470588235293,2.341176470588235,1.80577,8.714895856994509e-06,27.1,117.0
2454,126.0,46.8,27.376470588235293,2.341176470588235,1.74638,8.33279481938242e-06,27.5,117.0
2455,113.0,15.8,21.1,15.6,32.71293,0.0001324282170948,59.7,104.0
2456,113.0,16.1,21.2,15.4,31.52151,0.0001565427457412,59.7,104.0
2457,113.0,16.5,21.3,15.2,30.03761,0.0001546261651738,59.6,104.0
2458,113.0,16.9,21.3,15.1,28.40001,0.0001488260321339,59.5,105.0
2459,113.0,17.3,21.4,14.9,26.7021,0.0001555263177908,59.4,105.0
2460,113.0,17.8,21.4,14.7,25.08354,0.0001577175822338,59.2,105.0
2461,113.0,18.3,21.5,14.5,23.55702,0.0001520352491066,58.9,105.0
2462,114.0,18.9,21.5,14.3,22.15189,0.0001513037485942,58.5,105.0
2463,114.0,19.5,21.6,14.1,20.81041,0.0001510470329003,58.0,105.0
2464,114.0,20.2,21.6,13.9,19.55795,0.0001529804794576,57.4,105.0
2465,114.0,21.0,21.7,13.8,18.39194,0.0001383563364605,56.8,105.0
2466,115.0,21.8,21.7,13.6,17.2626,0.0001380123173422,56.2,105.0
2467,115.0,22.7,21.7,13.4,16.18409,0.0001350079562941,55.6,106.0
2468,115.0,23.6,21.7,13.2,15.14862,0.0001354845452132,55.1,106.0
2469,116.0,24.6,21.7,13.0,14.16979,0.0001370643888017,54.6,106.0
2470,116.0,25.6,21.8,12.8,13.22253,0.0001334446302095,54.2,106.0
2471,116.0,26.7,21.8,12.7,12.35832,0.0001314939083683,53.7,106.0
2472,116.0,27.8,21.529411764705884,14.129411764705882,11.5808,0.0001263249289873,53.3,106.0
2473,116.0,28.9,21.529411764705884,14.129411764705882,10.92642,0.0001217573249711,52.8,107.0
2474,117.0,30.1,21.529411764705884,14.129411764705882,10.3929,0.0001149118141245,52.3,107.0
2475,128.0,44.9,25.6,1.1,2.43355,1.841055134998656e-06,23.8,118.0
2476,128.0,45.6,25.6,1.0,2.32261,1.8547035812736407e-06,23.5,118.0
2477,128.0,46.2,25.7,1.0,2.18076,1.85570095856233e-06,23.3,118.0
2478,128.0,46.8,25.8,1.0,2.03443,1.857939306431257e-06,23.1,118.0
2479,128.0,47.5,25.8,0.9,1.90063,1.7281351029436786e-06,22.9,118.0
2480,128.0,48.1,25.9,0.9,1.78511,1.7328257309158905e-06,22.7,118.0
2481,128.0,48.8,26.0,0.9,1.69056,1.471354992213857e-06,22.6,118.0
2482,128.0,49.4,26.0,0.8,1.61599,1.3428058438373202e-06,22.4,118.0
2483,128.0,50.2,26.1,0.8,1.55603,1.348821035997066e-06,22.2,118.0
2484,128.0,50.9,26.2,0.8,1.50548,1.3551349246863438e-06,22.0,118.0
2485,128.0,51.7,26.2,0.8,1.46071,1.361498748714575e-06,21.8,118.0
2486,128.0,52.5,26.3,0.8,1.41959,1.3678852016023409e-06,21.8,118.0
2487,128.0,53.3,26.4,0.7,1.37896,1.2368407020637649e-06,21.8,118.0
2488,128.0,54.1,26.4,0.7,1.34185,1.2425778409436854e-06,21.8,118.0
2489,128.0,54.9,26.5,0.7,1.30988,1.2483071567945911e-06,21.8,118.0
2490,128.0,55.6,26.6,0.7,1.28294,1.254041846540391e-06,21.9,118.0
2491,128.0,56.4,26.6,0.7,1.26078,1.2598123635465737e-06,22.1,118.0
2492,128.0,57.2,26.1,0.8411764705882353,1.24004,1.1250137814188224e-06,22.3,118.0
2493,128.0,57.9,26.1,0.8411764705882353,1.21847,1.1250137814188224e-06,22.5,118.0
2494,128.0,58.6,26.1,0.8411764705882353,1.19461,9.93589643502875e-07,22.8,118.0
2495,116.0,15.0,21.4,14.1,44.38249,0.0002441548540347,53.7,106.0
2496,116.0,15.3,21.5,13.9,43.3236,0.0002500363554344,53.0,106.0
2497,116.0,15.7,21.5,13.7,42.20528,0.000250068348905,52.3,106.0
2498,117.0,16.1,21.6,13.5,41.04254,0.0002552800993711,51.6,106.0
2499,117.0,16.5,21.6,13.3,39.8349,0.0002616138969997,51.0,106.0
2500,117.0,16.9,21.7,13.1,38.56259,0.0002672016930986,50.4,107.0
2501,117.0,17.4,21.7,13.0,37.2254,0.0002663140168145,49.8,107.0
2502,118.0,18.0,21.8,12.8,35.85347,0.0002730604423253,49.1,107.0
2503,118.0,18.6,21.8,12.6,34.40238,0.000269560292216,48.5,107.0
2504,118.0,19.3,21.8,12.4,32.93728,0.000272595943445,47.9,107.0
2505,118.0,20.1,21.8,12.2,31.48466,0.0002766077707529,47.5,107.0
2506,119.0,21.0,21.8,12.0,30.06596,0.0002688458217686,47.3,107.0
2507,119.0,21.9,21.9,11.8,28.7343,0.0002615750133339,47.1,107.0
2508,119.0,22.9,21.9,11.6,27.48995,0.0002531765099947,47.0,107.0
2509,119.0,23.9,21.9,11.4,31.99023,0.0002465299087264,47.0,107.0
2510,119.0,25.0,21.9,11.2,25.29271,0.0002355803560342,47.1,107.0
2511,119.0,26.1,21.9,11.1,24.28171,0.000230275094004,47.3,107.0
2512,119.0,27.3,21.735294117647054,12.570588235294116,23.31154,0.0002248833600105,47.4,107.0
2513,119.0,28.5,21.735294117647054,12.570588235294116,22.40518,0.00022537012053,47.6,107.0
2514,119.0,29.7,21.735294117647054,12.570588235294116,21.56988,0.0002149684877848,47.8,107.0
2515,131.0,46.6,23.6,5.6,1.40141,1.7227236852111309e-06,12.1,119.0
2516,131.0,47.7,23.6,5.4,1.33557,9.593520152748029e-07,11.9,120.0
2517,131.0,48.7,23.7,5.3,1.27535,9.343150804760616e-07,11.8,120.0
2518,131.0,49.8,23.7,5.2,1.22125,9.110322359646374e-07,11.7,120.0
2519,131.0,50.9,23.8,5.1,1.17286,6.669295851297823e-07,11.6,120.0
2520,131.0,52.0,23.8,5.0,1.12971,8.684813149501894e-07,11.5,120.0
2521,131.0,53.1,23.8,4.9,1.08933,8.486153038010965e-07,11.5,120.0
2522,131.0,54.2,23.9,4.8,1.05201,8.295454215521707e-07,11.4,120.0
2523,131.0,55.3,23.9,4.8,1.01694,6.084436154287509e-07,11.3,120.0
2524,131.0,56.3,24.0,4.7,0.9835,3.971487105474953e-07,11.3,120.0
2525,131.0,57.4,24.0,4.6,0.95017,3.890971098839421e-07,11.3,120.0
2526,131.0,58.4,24.0,4.5,0.91816,5.717784998704922e-07,11.3,120.0
2527,131.0,59.3,24.1,4.4,0.88643,3.735877914498457e-07,11.4,120.0
2528,131.0,60.2,24.1,4.3,0.855,1.831400534256164e-07,11.5,120.0
2529,131.0,61.1,24.2,4.2,0.82497,3.592405009177697e-07,11.7,120.0
2530,131.0,61.9,24.2,4.2,0.79524,3.524556998430867e-07,11.8,120.0
2531,131.0,62.7,24.3,4.1,0.76665,3.459173451258862e-07,12.0,120.0
2532,131.0,63.4,23.923529411764704,4.770588235294118,0.73969,1.6981025062974133e-07,12.3,120.0
2533,131.0,64.2,23.923529411764704,4.770588235294118,0.71298,3.3962050125948265e-07,12.6,120.0
2534,131.0,64.9,23.923529411764704,4.770588235294118,0.68693,3.277110676384174e-07,12.9,120.0
2535,129.0,42.9,25.3,1.1,1.56829,9.947492162619612e-07,20.2,119.0
2536,129.0,43.6,25.4,1.0,1.50213,9.94441568850908e-07,20.1,119.0
2537,129.0,44.3,25.4,1.0,1.43856,4.971421781886824e-07,20.0,119.0
2538,129.0,45.0,25.5,1.0,1.37821,0.0,20.0,119.0
2539,129.0,45.7,25.6,0.9,1.32119,9.942962197354873e-07,20.0,119.0
2540,129.0,46.4,25.7,0.9,1.26576,4.972477337934533e-07,20.0,119.0
2541,129.0,47.1,25.8,0.9,1.21279,9.948531273456772e-07,20.0,119.0
2542,129.0,47.8,25.8,0.9,1.16272,9.95398769189422e-07,20.0,119.0
2543,129.0,48.5,25.9,0.8,1.11425,9.961593077888202e-07,20.0,119.0
2544,129.0,49.2,26.0,0.8,1.06839,4.985810383648137e-07,20.0,119.0
2545,129.0,50.0,26.1,0.8,1.02404,4.992172273874564e-07,20.0,119.0
2546,129.0,50.8,26.2,0.8,0.98189,4.999770010579513e-07,20.0,119.0
2547,129.0,51.6,26.2,0.7,0.94272,5.008471830100615e-07,20.1,119.0
2548,129.0,52.4,26.3,0.7,0.90492,5.018342040156773e-07,20.2,119.0
2549,129.0,53.2,26.4,0.7,0.86934,1.0058884711098773e-06,20.4,119.0
2550,129.0,54.0,26.5,0.7,0.83484,1.0083633657555768e-06,20.6,119.0
2551,129.0,54.8,26.6,0.7,0.80184,5.055537608397046e-07,20.8,119.0
2552,129.0,55.5,25.923529411764704,0.8470588235294118,0.76988,5.070669926769385e-07,21.1,119.0
2553,128.0,56.2,25.923529411764704,0.8470588235294118,0.73933,5.070669926769385e-07,21.4,119.0
2554,128.0,57.0,25.923529411764704,0.8470588235294118,0.71043,5.105223767062934e-07,21.7,119.0
2555,121.0,18.9,24.3,1.9,6.16904,0.0001314181633735,39.8,109.0
2556,121.0,19.3,24.4,1.9,6.10132,0.0001345575076361,39.7,109.0
2557,121.0,19.6,24.5,1.8,6.04612,0.0001353052989483,39.6,109.0
2558,121.0,19.9,24.5,1.7,5.99813,0.0001359809966557,39.4,109.0
2559,121.0,20.3,24.6,1.7,5.95158,0.0001365970366721,39.3,109.0
2560,121.0,20.6,24.7,1.6,5.8978,0.000135148491884,39.1,109.0
2561,121.0,20.8,24.8,1.6,5.83209,0.0001337576861493,38.9,109.0
2562,121.0,21.1,24.8,1.5,6.54856,0.0001305019527314,38.6,109.0
2563,121.0,21.4,24.9,1.5,5.65509,0.00012177392764,38.3,109.0
2564,122.0,21.6,25.0,1.4,5.54458,0.0001207698529169,38.0,109.0
2565,122.0,21.9,25.1,1.4,5.42366,0.000118026173198,37.7,109.0
2566,122.0,22.2,25.2,1.3,5.3009,0.0001154068090017,37.4,109.0
2567,122.0,22.4,25.3,1.3,5.17562,0.0001129019566251,37.2,109.0
2568,122.0,22.7,25.4,1.2,5.05278,0.0001088325117873,37.1,109.0
2569,122.0,23.0,25.5,1.2,4.93599,0.00010493816027,36.9,109.0
2570,122.0,23.3,25.6,1.2,4.81386,0.0001012098594468,36.9,109.0
2571,122.0,23.6,25.7,1.1,4.69831,9.763364392380168e-05,36.8,109.0
2572,122.0,24.0,24.958823529411767,1.488235294117647,4.57963,9.26525021580312e-05,36.8,110.0
2573,122.0,24.3,24.958823529411767,1.488235294117647,4.46142,9.110829378873068e-05,36.7,110.0
2574,122.0,24.7,24.958823529411767,1.488235294117647,4.35439,8.77152554669648e-05,36.7,110.0
2575,124.0,27.7,24.1,10.0,10.37668,3.725804241141329e-05,35.3,116.0
2576,124.0,28.4,24.1,9.8,10.92025,4.103017240395736e-05,34.8,116.0
2577,124.0,29.0,24.2,9.5,11.52192,5.015522728152678e-05,34.3,117.0
2578,124.0,29.6,24.3,9.3,12.12615,5.862568005788867e-05,33.7,117.0
2579,124.0,30.2,24.4,9.1,12.61029,6.346626052795764e-05,33.1,117.0
2580,125.0,30.8,24.4,8.9,12.87944,6.650738590002983e-05,32.4,117.0
2581,125.0,31.5,24.5,8.7,12.88724,6.894009281206054e-05,31.7,117.0
2582,125.0,32.1,24.6,8.4,12.65146,6.388635985280252e-05,30.9,118.0
2583,126.0,32.8,24.6,8.2,12.18873,6.051318625786538e-05,30.2,118.0
2584,126.0,33.6,24.7,8.0,11.56458,5.481882998472983e-05,29.5,118.0
2585,126.0,34.4,24.7,7.8,10.86759,4.606070222248793e-05,29.0,118.0
2586,127.0,35.2,24.8,7.6,10.12006,3.591541202160671e-05,28.7,118.0
2587,127.0,36.1,24.8,7.4,9.33592,3.1857946420793525e-05,28.5,118.0
2588,127.0,37.0,24.8,7.2,8.5589,2.888823741752655e-05,28.5,118.0
2589,127.0,37.9,24.9,7.0,7.83583,2.7141757534018566e-05,28.6,118.0
2590,127.0,38.8,24.9,6.8,7.20157,2.3174286623387563e-05,28.8,118.0
2591,127.0,39.8,25.0,6.6,6.66344,1.979756094049213e-05,29.1,118.0
2592,127.0,40.7,24.576470588235296,8.25294117647059,6.19816,1.9879944970989747e-05,29.4,118.0
2593,126.0,41.6,24.576470588235296,8.25294117647059,5.80872,2.5438890082420352e-05,29.9,118.0
2594,126.0,42.5,24.576470588235296,8.25294117647059,5.46481,2.844087338354161e-05,30.5,118.0
2595,132.0,43.9,26.5,0.7,1.56998,4.681070764880065e-07,11.3,120.0
2596,132.0,44.4,26.6,0.6,1.50767,5.359723181017147e-07,11.1,120.0
2597,132.0,45.0,26.7,0.6,1.44602,4.80311826122508e-07,11.1,120.0
2598,132.0,45.7,26.7,0.6,1.38584,5.907228907577576e-07,11.0,120.0
2599,132.0,46.5,26.8,0.6,1.32713,5.813932395966192e-07,11.0,120.0
2600,132.0,47.4,26.9,0.6,1.27051,5.720252035219912e-07,11.1,120.0
2601,132.0,48.3,26.9,0.5,1.21571,4.72634975096188e-07,11.2,120.0
2602,131.0,49.3,26.9,0.5,1.16318,4.644821965743509e-07,11.3,120.0
2603,131.0,50.3,27.0,0.5,1.11312,5.445393549918272e-07,11.4,120.0
2604,131.0,51.4,27.0,0.5,1.06526,4.752108424105805e-07,11.5,120.0
2605,131.0,52.5,27.0,0.5,1.0198,4.945602245767876e-07,11.6,120.0
2606,131.0,53.6,27.0,0.4,0.97675,4.063755272615525e-07,11.7,120.0
2607,131.0,54.6,27.0,0.4,0.93614,3.18857324186748e-07,11.8,119.0
2608,131.0,55.7,27.0,0.4,0.89773,4.010931350081181e-07,11.9,119.0
2609,131.0,56.7,27.0,0.4,0.86144,3.142154856284121e-07,12.1,119.0
2610,131.0,57.7,27.0,0.4,0.82729,3.530916790497996e-07,12.2,119.0
2611,131.0,58.7,27.0,0.4,0.79506,3.706489214239936e-07,12.4,119.0
2612,131.0,59.6,26.88235294117647,0.5058823529411764,0.76409,3.0638406345336506e-07,12.7,119.0
2613,131.0,60.5,26.88235294117647,0.5058823529411764,0.73447,3.0638406345336506e-07,12.9,119.0
2614,131.0,61.4,26.88235294117647,0.5058823529411764,0.70691,3.01912579964566e-07,13.3,119.0
2615,122.0,25.3,21.0,20.1,4.53217,1.1028735212041614e-05,38.9,114.0
2616,122.0,26.0,21.1,19.8,4.34045,9.396224565821746e-06,38.3,114.0
2617,122.0,26.7,21.2,19.5,4.14967,8.93281965171039e-06,37.7,114.0
2618,123.0,27.3,21.3,19.2,3.98101,8.879320195186738e-06,37.1,114.0
2619,123.0,28.0,21.4,19.0,24.88472,8.478151702728912e-06,36.6,114.0
2620,123.0,28.7,21.4,18.7,3.77297,9.302099767457455e-06,36.0,114.0
2621,123.0,29.4,21.5,18.4,3.74633,7.975954761172343e-06,35.6,114.0
2622,123.0,30.1,21.6,18.1,3.75433,7.168075673033544e-06,35.0,114.0
2623,123.0,30.8,21.7,17.8,7.7226,7.0056743062981305e-06,34.6,115.0
2624,124.0,31.5,21.8,17.4,8.58267,7.471552065510568e-06,34.2,115.0
2625,124.0,32.3,21.9,17.1,3.64038,7.067028536471512e-06,33.8,115.0
2626,124.0,33.0,22.0,16.8,3.43491,6.718689684490332e-06,33.6,115.0
2627,124.0,33.8,22.1,16.5,3.14925,5.772453423981956e-06,33.5,115.0
2628,124.0,34.5,22.2,16.2,2.83082,5.4900319473724615e-06,33.5,115.0
2629,124.0,35.2,22.3,15.9,2.52224,5.213467722506686e-06,33.6,115.0
2630,124.0,35.9,22.4,15.6,2.25441,5.169250324483819e-06,33.8,115.0
2631,124.0,36.6,22.5,15.3,2.04606,4.992129525522825e-06,33.9,114.0
2632,124.0,37.3,21.72941176470588,17.72941176470588,1.88769,4.730162101762744e-06,34.1,114.0
2633,124.0,38.0,21.72941176470588,17.72941176470588,1.76325,4.819410443305437e-06,34.4,114.0
2634,124.0,38.7,21.72941176470588,17.72941176470588,1.6646,4.574142093261128e-06,34.6,114.0
2635,126.0,41.5,24.3,5.9,4.11698,1.7240041720900966e-05,27.4,117.0
2636,127.0,42.2,24.4,5.7,4.06245,1.4835191617692872e-05,26.9,117.0
2637,127.0,42.9,24.5,5.5,4.01105,1.4583090281828636e-05,26.2,117.0
2638,127.0,43.6,24.5,5.3,3.95982,1.6389043105231998e-05,25.6,117.0
2639,127.0,44.4,24.6,5.2,3.90909,1.6132382329395015e-05,24.9,118.0
2640,128.0,45.1,24.7,5.0,3.85274,1.786994255806242e-05,24.3,118.0
2641,128.0,45.8,24.7,4.8,3.79797,1.9535256253723907e-05,23.8,118.0
2642,128.0,46.6,24.8,4.7,3.74024,2.1116283534098e-05,23.0,118.0
2643,128.0,47.3,24.9,4.5,3.6798,2.076161140303195e-05,22.3,118.0
2644,129.0,48.1,24.9,4.4,3.61783,1.858304297328688e-05,21.6,119.0
2645,129.0,48.8,25.0,4.2,3.55217,1.831974923927241e-05,20.9,119.0
2646,129.0,49.6,25.1,4.1,3.48589,1.988578329196488e-05,20.4,119.0
2647,129.0,50.3,25.1,4.0,3.42037,1.963735167104937e-05,20.1,119.0
2648,129.0,50.9,25.2,3.9,3.35518,1.940562339683089e-05,19.9,119.0
2649,129.0,51.6,25.2,3.7,3.2908,1.918679390418115e-05,19.9,119.0
2650,129.0,52.2,25.3,3.6,3.22598,1.897752543419716e-05,20.0,119.0
2651,129.0,52.8,25.4,3.5,3.15719,2.048396788113836e-05,20.1,119.0
2652,129.0,53.4,24.858823529411765,4.588235294117647,3.08264,1.8583623772847297e-05,20.3,119.0
2653,129.0,54.0,24.858823529411765,4.588235294117647,3.01136,1.8583623772847297e-05,20.5,119.0
2654,129.0,54.6,24.858823529411765,4.588235294117647,2.93336,1.8217259031206165e-05,20.8,119.0
2655,131.0,35.2,25.6,0.9,1.15385,5.603139282051833e-07,12.4,119.0
2656,131.0,35.9,25.7,0.9,1.12824,5.592894339599425e-07,12.2,119.0
